word,cefr_level,frequency,Pos
e,A1,7389373.0,conj
non,A1,6257811.0,adv
che,A1,6063914.0,pron
che,A1,6063914.0,conj
che,A1,6063914.0,adj
che,A1,6063914.0,pron
che,A1,6063914.0,pron
che,A1,6063914.0,conj
che,A1,6063914.0,adj
che,A1,6063914.0,pron
che,A1,6063914.0,pron
che,A1,6063914.0,conj
che,A1,6063914.0,adj
che,A1,6063914.0,pron
di,A1,5880995.0,prep
la,A1,3887197.0,pron
a,A1,3451723.0,prep
a,A1,3451723.0,n
a,A1,3451723.0,prep
a,A1,3451723.0,n
per,A1,2866558.0,prep
in,A1,2156931.0,prep
mi,A1,2013071.0,pron
si,A1,1772472.0,pron
si,A1,1772472.0,n
ma,A1,1650248.0,conj
cosa,A1,1462858.0,n
cosa,A1,1462858.0,pron
con,A1,1440540.0,prep
no,A1,1433410.0,adv
no,A1,1433410.0,n
le,A1,1425870.0,det
le,A1,1425870.0,pron
le,A1,1425870.0,det
le,A1,1425870.0,pron
ti,A1,1405833.0,pron
se,A1,1328637.0,conj
se,A1,1328637.0,pron
se,A1,1328637.0,conj
se,A1,1328637.0,pron
da,A1,1309931.0,prep
come,A1,1248657.0,prep
come,A1,1248657.0,conj
come,A1,1248657.0,adv
come,A1,1248657.0,prep
come,A1,1248657.0,conj
come,A1,1248657.0,adv
come,A1,1248657.0,prep
come,A1,1248657.0,conj
come,A1,1248657.0,adv
io,A1,1147459.0,pron
ci,A1,1131202.0,adv
ci,A1,1131202.0,pron
ci,A1,1131202.0,adv
ci,A1,1131202.0,pron
questo,A1,1011634.0,adj
questo,A1,1011634.0,pron
questo,A1,1011634.0,adj
questo,A1,1011634.0,pron
bene,A1,978877.0,adv
bene,A1,978877.0,n
bene,A1,978877.0,int
bene,A1,978877.0,adv
bene,A1,978877.0,n
bene,A1,978877.0,int
qui,A1,927883.0,adv
sei,A1,921410.0,num
tu,A1,847129.0,pron
solo,A1,791998.0,adv
solo,A1,791998.0,adj
solo,A1,791998.0,adv
solo,A1,791998.0,adj
mio,A1,752241.0,adj
mio,A1,752241.0,pron
me,A1,742942.0,pron
tutto,A1,704866.0,adj
tutto,A1,704866.0,pron
tutto,A1,704866.0,n
tutto,A1,704866.0,adj
tutto,A1,704866.0,pron
tutto,A1,704866.0,n
te,A1,681861.0,pron
fatto,A1,599010.0,n
fare,A1,583810.0,v
essere,A1,582628.0,v
essere,A1,582628.0,n
quando,A1,566220.0,conj
quando,A1,566220.0,adv
quando,A1,566220.0,conj
quando,A1,566220.0,adv
sì,A1,561011.0,adv
ora,A1,559590.0,adv
ora,A1,559590.0,n
ora,A1,559590.0,adv
ora,A1,559590.0,n
lei,A1,554384.0,pron
gli,A1,550741.0,det
gli,A1,550741.0,pron
gli,A1,550741.0,det
gli,A1,550741.0,pron
ne,A1,545511.0,pron
ne,A1,545511.0,adv
quello,A1,485627.0,adj
quello,A1,485627.0,pron
quello,A1,485627.0,adj
quello,A1,485627.0,pron
mai,A1,477108.0,adv
o,A1,468425.0,conj
anche,A1,467913.0,adv
anche,A1,467913.0,conj
anche,A1,467913.0,adv
anche,A1,467913.0,conj
stato,A1,462618.0,n
grazie,A1,436103.0,int
grazie,A1,436103.0,n
chi,A1,432988.0,pron
molto,A1,430250.0,adv
molto,A1,430250.0,pron
molto,A1,430250.0,adj
molto,A1,430250.0,adv
molto,A1,430250.0,pron
molto,A1,430250.0,adj
più,A1,424219.0,adv
più,A1,424219.0,adj
più,A1,424219.0,adv
più,A1,424219.0,adj
perché,A1,417508.0,conj
perché,A1,417508.0,adv
perché,A1,417508.0,n
tuo,A1,415427.0,pron
tuo,A1,415427.0,adj
sia,A1,410543.0,conj
lui,A1,400840.0,pron
allora,A1,394873.0,adv
allora,A1,394873.0,conj
allora,A1,394873.0,adj
allora,A1,394873.0,adv
allora,A1,394873.0,conj
allora,A1,394873.0,adj
prima,A1,387026.0,adv
prima,A1,387026.0,n
suo,A1,381756.0,adj
suo,A1,381756.0,pron
niente,A1,376096.0,adv
niente,A1,376096.0,pron
qualcosa,A1,375353.0,pron
davvero,A1,362026.0,adv
ancora,A1,357766.0,adv
fa,A1,356906.0,adv
così,A1,351367.0,adv
così,A1,351367.0,conj
casa,A1,349304.0,n
uno,A1,345353.0,num
uno,A1,345353.0,pron
uno,A1,345353.0,n
dove,A1,344643.0,adv
su,A1,340528.0,prep
su,A1,340528.0,adv
noi,A1,329262.0,pron
due,A1,328195.0,num
quindi,A1,327478.0,adv
quindi,A1,327478.0,conj
quindi,A1,327478.0,adv
quindi,A1,327478.0,conj
dire,A1,315462.0,v
sempre,A1,293460.0,adv
altro,A1,292721.0,adj
altro,A1,292721.0,pron
altro,A1,292721.0,adj
altro,A1,292721.0,pron
andare,A1,289404.0,v
loro,A1,278369.0,adj
loro,A1,278369.0,pron
loro,A1,278369.0,adj
loro,A1,278369.0,pron
forse,A1,270956.0,adv
li,A1,268514.0,det
li,A1,268514.0,pron
li,A1,268514.0,det
li,A1,268514.0,pron
proprio,A1,265256.0,n
proprio,A1,265256.0,adv
proprio,A1,265256.0,adj
proprio,A1,265256.0,n
proprio,A1,265256.0,adv
proprio,A1,265256.0,adj
proprio,A1,265256.0,n
proprio,A1,265256.0,adv
proprio,A1,265256.0,adj
certo,A1,264768.0,adj
certo,A1,264768.0,adv
certo,A1,264768.0,adj
certo,A1,264768.0,adv
tempo,A1,260978.0,n
poi,A1,254985.0,adv
vita,A1,248223.0,n
quanto,A1,244964.0,pron
quanto,A1,244964.0,adv
quanto,A1,244964.0,det
quanto,A1,244964.0,pron
quanto,A1,244964.0,adv
quanto,A1,244964.0,det
fuori,A1,244593.0,adv
fuori,A1,244593.0,prep
parte,A1,237878.0,n
visto,A1,237793.0,n
qualcuno,A1,232548.0,pron
lavoro,A1,227975.0,n
ciao,A1,225358.0,int
volta,A1,224925.0,n
dopo,A1,219627.0,prep
dopo,A1,219627.0,adv
dopo,A1,219627.0,conj
adesso,A1,217200.0,adv
uomo,A1,216269.0,n
padre,A1,211947.0,n
bisogno,A1,207740.0,n
amico,A1,205236.0,n
amico,A1,205236.0,adj
posto,A1,201344.0,n
nessuno,A1,198499.0,pron
via,A1,196759.0,n
via,A1,196759.0,adv
via,A1,196759.0,n
via,A1,196759.0,adv
meglio,A1,190791.0,adv
meglio,A1,190791.0,n
giorno,A1,182690.0,n
ogni,A1,180604.0,adj
modo,A1,180304.0,n
senza,A1,180036.0,prep
senza,A1,180036.0,conj
senza,A1,180036.0,prep
senza,A1,180036.0,conj
vedere,A1,179423.0,v
qualche,A1,176926.0,adj
ecco,A1,173039.0,adv
parlare,A1,166324.0,v
tra,A1,165237.0,prep
già,A1,164090.0,adv
troppo,A1,161296.0,adv
troppo,A1,161296.0,adj
troppo,A1,161296.0,pron
nuovo,A1,159184.0,adj
nuovo,A1,159184.0,n
male,A1,158724.0,adv
male,A1,158724.0,n
tanto,A1,158527.0,adv
tanto,A1,158527.0,pron
tanto,A1,158527.0,adj
tanto,A1,158527.0,conj
tanto,A1,158527.0,n
tanto,A1,158527.0,adv
tanto,A1,158527.0,pron
tanto,A1,158527.0,adj
tanto,A1,158527.0,conj
tanto,A1,158527.0,n
favore,A1,157525.0,n
successo,A1,157392.0,n
giusto,A1,155910.0,adj
giusto,A1,155910.0,adv
avere,A1,151301.0,v
momento,A1,146779.0,n
nostro,A1,140377.0,adj
nostro,A1,140377.0,pron
tipo,A1,139082.0,n
grande,A1,138400.0,adj
appena,A1,135684.0,adv
appena,A1,135684.0,conj
sapere,A1,133642.0,v
sapere,A1,133642.0,n
tre,A1,132830.0,num
oggi,A1,132722.0,adv
oggi,A1,132722.0,n
idea,A1,130009.0,n
figlio,A1,129115.0,n
accordo,A1,129100.0,n
gente,A1,129045.0,n
caso,A1,123317.0,n
forza,A1,122800.0,n
nome,A1,119807.0,n
problema,A1,119026.0,n
mondo,A1,118133.0,n
nulla,A1,117293.0,pron
nulla,A1,117293.0,adv
nulla,A1,117293.0,n
nulla,A1,117293.0,pron
nulla,A1,117293.0,adv
nulla,A1,117293.0,n
donna,A1,116773.0,n
stare,A1,116354.0,v
insieme,A1,115108.0,adv
insieme,A1,115108.0,n
insieme,A1,115108.0,prep
subito,A1,113842.0,adv
famiglia,A1,113327.0,n
ragazzo,A1,113236.0,n
stesso,A1,108783.0,adj
stesso,A1,108783.0,pron
stesso,A1,108783.0,adj
stesso,A1,108783.0,pron
ragione,A1,108483.0,n
notte,A1,107292.0,n
testa,A1,106617.0,n
sotto,A1,106013.0,prep
sotto,A1,106013.0,adv
dato,A1,102947.0,n
prendere,A1,100586.0,v
porta,A1,98021.0,n
bello,A1,97844.0,adj
storia,A1,97342.0,n
persona,A1,95254.0,n
pronto,A1,94258.0,adj
meno,A1,93373.0,adv
meno,A1,93373.0,adj
meno,A1,93373.0,n
avanti,A1,91453.0,adv
secondo,A1,90669.0,prep
secondo,A1,90669.0,adj
secondo,A1,90669.0,n
secondo,A1,90669.0,prep
secondo,A1,90669.0,adj
secondo,A1,90669.0,n
venire,A1,90399.0,v
lì,A1,89911.0,adv
mentre,A1,87853.0,conj
fino,A1,87029.0,prep
fino,A1,87029.0,adv
fine,A1,86358.0,n
fine,A1,86358.0,adj
aiuto,A1,86224.0,n
capo,A1,83858.0,n
amore,A1,83502.0,n
piano,A1,82812.0,n
piano,A1,82812.0,adv
piano,A1,82812.0,adj
trovare,A1,82166.0,v
comunque,A1,82046.0,adv
comunque,A1,82046.0,conj
comunque,A1,82046.0,adv
comunque,A1,82046.0,conj
mano,A1,80423.0,n
presto,A1,80233.0,adv
presto,A1,80233.0,adj
bambino,A1,79508.0,n
tornare,A1,78980.0,v
primo,A1,78747.0,adj
primo,A1,78747.0,n
primo,A1,78747.0,adj
primo,A1,78747.0,n
vostro,A1,78512.0,adj
sera,A1,77766.0,n
giro,A1,77718.0,n
morte,A1,77648.0,n
anno,A1,76410.0,n
quasi,A1,75598.0,adv
quasi,A1,75598.0,conj
piacere,A1,75430.0,v
piacere,A1,75430.0,n
nessun,A1,74557.0,adj
contro,A1,74064.0,prep
contro,A1,74064.0,adv
punto,A1,73135.0,n
quale,A1,72339.0,pron
quale,A1,72339.0,adj
invece,A1,71686.0,adv
migliore,A1,71263.0,adj
almeno,A1,70410.0,adv
passato,A1,69134.0,n
passato,A1,69134.0,adj
magari,A1,68849.0,adv
terra,A1,68331.0,n
strada,A1,67968.0,n
importante,A1,67848.0,adj
settimana,A1,67192.0,n
uscire,A1,67056.0,v
possibile,A1,66058.0,adj
scuola,A1,65965.0,n
piccolo,A1,63260.0,adj
piccolo,A1,63260.0,n
cuore,A1,62968.0,n
ieri,A1,62079.0,adv
difficile,A1,61280.0,adj
ciò,A1,60821.0,pron
pensare,A1,60231.0,v
numero,A1,60059.0,n
veramente,A1,60007.0,adv
entrare,A1,59221.0,v
qualsiasi,A1,59149.0,adj
acqua,A1,58651.0,n
forte,A1,57843.0,adj
forte,A1,57843.0,adv
corpo,A1,56973.0,n
sentire,A1,56801.0,v
sentire,A1,56801.0,n
poco,A1,56227.0,adv
poco,A1,56227.0,adj
poco,A1,56227.0,n
poco,A1,56227.0,pron
poco,A1,56227.0,adv
poco,A1,56227.0,adj
poco,A1,56227.0,n
poco,A1,56227.0,pron
vicino,A1,55996.0,adj
vicino,A1,55996.0,n
vicino,A1,55996.0,adv
capire,A1,55475.0,v
cinque,A1,55436.0,num
senso,A1,53977.0,n
genere,A1,53941.0,n
dare,A1,53534.0,v
pure,A1,53047.0,conj
pure,A1,53047.0,adv
probabilmente,A1,52894.0,adv
film,A1,52832.0,n
ufficio,A1,52768.0,n
verso,A1,52752.0,prep
verso,A1,52752.0,n
morire,A1,52543.0,v
vecchio,A1,51955.0,adj
vecchio,A1,51955.0,n
domanda,A1,51805.0,n
guerra,A1,51496.0,n
vivere,A1,50627.0,v
vista,A1,50593.0,n
prova,A1,50161.0,n
conto,A1,49289.0,n
perdere,A1,49017.0,v
mezzo,A1,48105.0,n
mezzo,A1,48105.0,adj
lavorare,A1,47934.0,v
unico,A1,47910.0,adj
unico,A1,47910.0,n
parola,A1,46974.0,n
sopra,A1,46678.0,adv
sopra,A1,46678.0,prep
motivo,A1,46493.0,n
gioco,A1,45139.0,n
resto,A1,44550.0,n
credere,A1,44330.0,v
là,A1,43774.0,adv
passare,A1,43425.0,v
controllo,A1,42629.0,n
ultimo,A1,42022.0,adj
ultimo,A1,42022.0,n
facile,A1,42003.0,adj
sicurezza,A1,41672.0,n
cercare,A1,41201.0,v
re,A1,40945.0,n
inizio,A1,40562.0,n
causa,A1,40373.0,n
mettere,A1,40369.0,v
però,A1,40149.0,adv
però,A1,40149.0,conj
però,A1,40149.0,adv
però,A1,40149.0,conj
presidente,A1,39537.0,n
città,A1,39454.0,n
attenzione,A1,38891.0,n
situazione,A1,38688.0,n
cura,A1,38235.0,n
durante,A1,38077.0,prep
lasciare,A1,37877.0,v
paese,A1,37633.0,n
pace,A1,37262.0,n
musica,A1,37171.0,n
libro,A1,36974.0,n
diventare,A1,36876.0,v
scelta,A1,36337.0,n
portare,A1,36248.0,v
assolutamente,A1,36177.0,adv
giornata,A1,35633.0,n
piuttosto,A1,35583.0,adv
buono,A1,35576.0,adj
buono,A1,35576.0,n
aspettare,A1,35538.0,v
arrivare,A1,35422.0,v
lungo,A1,35357.0,adj
lungo,A1,35357.0,prep
messaggio,A1,35168.0,n
dieci,A1,35039.0,num
usare,A1,34717.0,v
guardare,A1,34603.0,v
voce,A1,34514.0,n
restare,A1,33939.0,v
chiamare,A1,33931.0,v
campo,A1,33702.0,n
luce,A1,33690.0,n
giovane,A1,33539.0,n
giovane,A1,33539.0,adj
giovane,A1,33539.0,n
giovane,A1,33539.0,adj
fra,A1,33297.0,prep
provare,A1,33239.0,v
minuto,A1,33161.0,n
minuto,A1,33161.0,adj
lontano,A1,33054.0,adj
lontano,A1,33054.0,adv
gruppo,A1,32986.0,n
passo,A1,32787.0,n
insomma,A1,32718.0,adv
insomma,A1,32718.0,int
aiutare,A1,32566.0,v
verità,A1,32541.0,n
alto,A1,32362.0,adj
alto,A1,32362.0,n
futuro,A1,32203.0,n
futuro,A1,32203.0,adj
speciale,A1,31144.0,adj
cambiare,A1,31140.0,v
camera,A1,31102.0,n
oltre,A1,31088.0,adv
oltre,A1,31088.0,prep
oltre,A1,31088.0,adv
oltre,A1,31088.0,prep
semplice,A1,31031.0,adj
riguardo,A1,30963.0,n
aspetto,A1,30919.0,n
viaggio,A1,30802.0,n
chiaro,A1,30772.0,adj
chiaro,A1,30772.0,adv
giocare,A1,30267.0,v
ordine,A1,30252.0,n
circa,A1,30207.0,adv
circa,A1,30207.0,prep
ovviamente,A1,30051.0,adv
finire,A1,30046.0,v
occhio,A1,29742.0,n
sistema,A1,29455.0,n
fondo,A1,29402.0,n
prossimo,A1,29085.0,adj
potere,A1,28726.0,v
potere,A1,28726.0,n
potere,A1,28726.0,v
potere,A1,28726.0,n
soltanto,A1,28690.0,adv
mese,A1,28602.0,n
chiedere,A1,28594.0,v
controllare,A1,28240.0,v
grado,A1,28004.0,n
libero,A1,27782.0,adj
oppure,A1,27371.0,conj
ormai,A1,27060.0,adv
generale,A1,27020.0,adj
generale,A1,27020.0,n
tenere,A1,27007.0,v
consiglio,A1,26953.0,n
centro,A1,26812.0,n
sole,A1,26400.0,n
legge,A1,26358.0,n
spesso,A1,26288.0,adv
spesso,A1,26288.0,adj
rispetto,A1,26070.0,n
incontro,A1,25891.0,n
rapporto,A1,25814.0,n
pagare,A1,25689.0,v
risposta,A1,25558.0,n
servizio,A1,25544.0,n
caro,A1,25455.0,adj
caro,A1,25455.0,n
personale,A1,25317.0,adj
personale,A1,25317.0,n
personale,A1,25317.0,adj
personale,A1,25317.0,n
pieno,A1,25142.0,adj
diverso,A1,25123.0,adj
diverso,A1,25123.0,adj
diverso,A1,25123.0,adj
diverso,A1,25123.0,adj
realtà,A1,25025.0,n
normale,A1,24942.0,adj
programma,A1,24875.0,n
posizione,A1,24614.0,n
rimanere,A1,24544.0,v
proposito,A1,24508.0,n
cioè,A1,23934.0,adv
studio,A1,23860.0,n
interessante,A1,23216.0,adj
questione,A1,23186.0,n
base,A1,23062.0,n
relazione,A1,22818.0,n
diritto,A1,22672.0,n
sicuramente,A1,22658.0,adv
continuare,A1,22424.0,v
nero,A1,22390.0,adj
nero,A1,22390.0,n
carta,A1,22371.0,n
ex,A1,22343.0,adj
iniziare,A1,22242.0,v
zona,A1,22098.0,n
spazio,A1,21820.0,n
notizia,A1,21790.0,n
linea,A1,21771.0,n
fronte,A1,21511.0,n
simile,A1,21255.0,adj
ricerca,A1,21192.0,n
scoprire,A1,21155.0,v
luogo,A1,21052.0,n
lettera,A1,20989.0,n
pubblico,A1,20894.0,adj
pubblico,A1,20894.0,n
pubblico,A1,20894.0,adj
pubblico,A1,20894.0,n
corso,A1,20794.0,n
né,A1,20709.0,conj
salute,A1,20553.0,n
contatto,A1,20376.0,n
entro,A1,20281.0,prep
dunque,A1,20031.0,conj
infatti,A1,20007.0,adv
governo,A1,19586.0,n
decisione,A1,19419.0,n
forma,A1,19418.0,n
esempio,A1,19402.0,n
occasione,A1,19388.0,n
possibilità,A1,19302.0,n
necessario,A1,19253.0,adj
reale,A1,19096.0,adj
aperto,A1,18997.0,adj
aperto,A1,18997.0,n
chiesa,A1,18917.0,n
scrivere,A1,18857.0,v
livello,A1,18784.0,n
sinistra,A1,18525.0,n
processo,A1,18519.0,n
mare,A1,18510.0,n
direttore,A1,18481.0,n
classe,A1,18277.0,n
bianco,A1,18178.0,adj
rispondere,A1,17939.0,v
conoscere,A1,17897.0,v
attraverso,A1,17845.0,prep
attraverso,A1,17845.0,adv
differenza,A1,17823.0,n
codice,A1,17767.0,n
lato,A1,17760.0,n
maggiore,A1,17736.0,adj
maggiore,A1,17736.0,n
umano,A1,17582.0,adj
interno,A1,17482.0,n
interno,A1,17482.0,adj
interno,A1,17482.0,n
interno,A1,17482.0,adj
leggere,A1,17407.0,v
presente,A1,17117.0,adj
presente,A1,17117.0,n
intero,A1,16831.0,adj
partire,A1,16735.0,v
data,A1,16525.0,n
sembrare,A1,16490.0,v
comune,A1,16466.0,adj
comune,A1,16466.0,n
comune,A1,16466.0,adj
comune,A1,16466.0,n
responsabile,A1,16300.0,n
responsabile,A1,16300.0,adj
periodo,A1,16179.0,n
segno,A1,16119.0,n
rischio,A1,15973.0,n
soprattutto,A1,15943.0,adv
operazione,A1,15909.0,n
ufficiale,A1,15822.0,adj
ufficiale,A1,15822.0,n
vincere,A1,15805.0,v
seguito,A1,15773.0,n
offerta,A1,15643.0,n
aprire,A1,15508.0,v
indirizzo,A1,15440.0,n
tale,A1,15425.0,adj
tale,A1,15425.0,pron
ottenere,A1,15425.0,v
esperienza,A1,15367.0,n
scorso,A1,15327.0,adj
inoltre,A1,15258.0,adv
serie,A1,15243.0,n
guida,A1,15170.0,n
prezzo,A1,15153.0,n
passaggio,A1,14970.0,n
progetto,A1,14961.0,n
danno,A1,14940.0,n
correre,A1,14808.0,v
difesa,A1,14759.0,n
scegliere,A1,14576.0,v
arte,A1,14528.0,n
cominciare,A1,14339.0,v
dubbio,A1,14231.0,n
dubbio,A1,14231.0,adj
giustizia,A1,14199.0,n
terzo,A1,14109.0,adj
terzo,A1,14109.0,n
locale,A1,14099.0,adj
locale,A1,14099.0,n
evitare,A1,14026.0,v
lingua,A1,13985.0,n
massimo,A1,13947.0,adj
massimo,A1,13947.0,n
po',A1,13905.0,pron
grave,A1,13610.0,adj
chiudere,A1,13520.0,v
natura,A1,13149.0,n
colore,A1,13120.0,n
basso,A1,13088.0,adj
basso,A1,13088.0,n
uso,A1,13084.0,n
anzi,A1,13065.0,adv
anzi,A1,13065.0,conj
anzi,A1,13065.0,adv
anzi,A1,13065.0,conj
utile,A1,12991.0,adj
ascoltare,A1,12893.0,v
decidere,A1,12885.0,v
professore,A1,12883.0,n
compito,A1,12795.0,n
obiettivo,A1,12724.0,n
incontrare,A1,12720.0,v
accesso,A1,12675.0,n
breve,A1,12668.0,adj
risolvere,A1,12658.0,v
affrontare,A1,12639.0,v
opera,A1,12621.0,n
accettare,A1,12499.0,v
metà,A1,12498.0,n
continuo,A1,12497.0,adj
entrata,A1,12464.0,n
soluzione,A1,12462.0,n
contratto,A1,12393.0,n
fermare,A1,12389.0,v
scopo,A1,12282.0,n
effetto,A1,12194.0,n
ricordare,A1,12173.0,v
centrale,A1,12128.0,adj
centrale,A1,12128.0,n
azione,A1,12119.0,n
stampa,A1,12027.0,n
americano,A1,11964.0,adj
americano,A1,11964.0,n
creare,A1,11887.0,v
nonostante,A1,11744.0,prep
nonostante,A1,11744.0,conj
campagna,A1,11711.0,n
seguire,A1,11684.0,v
capace,A1,11625.0,adj
importanza,A1,11612.0,n
particolare,A1,11593.0,n
particolare,A1,11593.0,adj
particolare,A1,11593.0,n
particolare,A1,11593.0,adj
mantenere,A1,11583.0,v
richiesta,A1,11570.0,n
principale,A1,11550.0,adj
dimenticare,A1,11479.0,v
mercato,A1,11363.0,n
valore,A1,11332.0,n
riuscire,A1,11280.0,v
spiegare,A1,11271.0,v
attesa,A1,11140.0,n
pensiero,A1,11135.0,n
conoscenza,A1,11113.0,n
finale,A1,11075.0,adj
finale,A1,11075.0,n
succedere,A1,11039.0,v
milione,A1,10915.0,n
pratica,A1,10900.0,n
dovere,A1,10828.0,v
privato,A1,10781.0,adj
privato,A1,10781.0,n
purtroppo,A1,10734.0,adv
area,A1,10713.0,n
direttamente,A1,10664.0,adv
popolo,A1,10538.0,n
età,A1,10481.0,n
nazionale,A1,10470.0,adj
politica,A1,10411.0,n
merito,A1,10333.0,n
società,A1,10326.0,n
azienda,A1,10211.0,n
completo,A1,10155.0,adj
esame,A1,9984.0,n
partito,A1,9971.0,n
pagina,A1,9961.0,n
termine,A1,9849.0,n
naturale,A1,9793.0,adj
libertà,A1,9763.0,n
immagine,A1,9735.0,n
militare,A1,9686.0,adj
militare,A1,9686.0,n
direzione,A1,9631.0,n
regola,A1,9553.0,n
ruolo,A1,9522.0,n
ministro,A1,9477.0,n
domenica,A1,9443.0,n
presenza,A1,9392.0,n
atto,A1,9374.0,n
atto,A1,9374.0,adj
gestire,A1,9362.0,v
informazione,A1,9234.0,n
articolo,A1,9209.0,n
crescere,A1,9208.0,v
opinione,A1,9039.0,n
interesse,A1,9004.0,n
roma,A1,8971.0,np
carico,A1,8969.0,n
carico,A1,8969.0,adj
profondo,A1,8887.0,adj
membro,A1,8867.0,n
diretto,A1,8745.0,adj
preparare,A1,8668.0,v
costruire,A1,8660.0,v
rete,A1,8657.0,n
ricco,A1,8643.0,adj
ricco,A1,8643.0,n
crisi,A1,8620.0,n
raggiungere,A1,8610.0,v
minimo,A1,8606.0,adj
minimo,A1,8606.0,n
maniera,A1,8524.0,n
rendere,A1,8417.0,v
superiore,A1,8397.0,adj
recente,A1,8309.0,adj
movimento,A1,8270.0,n
analisi,A1,8228.0,n
fonte,A1,8141.0,n
risultato,A1,8127.0,n
proposta,A1,7925.0,n
sito,A1,7731.0,n
comportamento,A1,7720.0,n
intervento,A1,7599.0,n
permettere,A1,7598.0,v
modello,A1,7571.0,n
dichiarazione,A1,7524.0,n
limite,A1,7506.0,n
evento,A1,7472.0,n
sé,A1,7454.0,pron
dimostrare,A1,7404.0,v
nota,A1,7279.0,n
pari,A1,7230.0,adj
volere,A1,7196.0,v
argomento,A1,7165.0,n
fase,A1,7118.0,n
interessato,A1,7085.0,adj
interessato,A1,7085.0,n
positivo,A1,7079.0,adj
università,A1,7041.0,n
commissione,A1,6998.0,n
coloro,A1,6995.0,pron
preciso,A1,6949.0,adj
secolo,A1,6904.0,n
superare,A1,6883.0,v
esterno,A1,6834.0,adj
esterno,A1,6834.0,n
muovere,A1,6829.0,v
tecnologia,A1,6782.0,n
voto,A1,6754.0,n
mostrare,A1,6731.0,v
materiale,A1,6719.0,n
materiale,A1,6719.0,adj
opportunità,A1,6684.0,n
attività,A1,6670.0,n
unità,A1,6646.0,n
scienza,A1,6622.0,n
discussione,A1,6567.0,n
europa,A1,6548.0,np
responsabilità,A1,6458.0,n
titolo,A1,6437.0,n
egli,A1,6416.0,pron
amare,A1,6415.0,v
ammettere,A1,6408.0,v
oggetto,A1,6353.0,n
oggetto,A1,6353.0,adj
sezione,A1,6318.0,n
ricevere,A1,6265.0,v
impegno,A1,6256.0,n
giudizio,A1,6249.0,n
personaggio,A1,6242.0,n
raccontare,A1,6192.0,v
ambiente,A1,6190.0,n
sociale,A1,6137.0,adj
struttura,A1,6134.0,n
organizzare,A1,6096.0,v
servire,A1,6026.0,v
previsto,A1,6009.0,adj
documento,A1,5988.0,n
settore,A1,5952.0,n
organizzazione,A1,5879.0,n
civile,A1,5867.0,adj
civile,A1,5867.0,n
mondiale,A1,5843.0,adj
condividere,A1,5830.0,v
colpire,A1,5816.0,v
studente,A1,5806.0,n
partecipare,A1,5783.0,v
disponibile,A1,5779.0,adj
professionale,A1,5736.0,adj
figura,A1,5677.0,n
prodotto,A1,5608.0,n
quadro,A1,5586.0,n
quadro,A1,5586.0,adj
condizione,A1,5429.0,n
percorso,A1,5345.0,n
conferenza,A1,5291.0,n
straordinario,A1,5289.0,adj
straordinario,A1,5289.0,n
precedente,A1,5198.0,adj
precedente,A1,5198.0,n
disposizione,A1,5170.0,n
territorio,A1,5154.0,n
raccogliere,A1,5153.0,v
costo,A1,5092.0,n
tramite,A1,5086.0,prep
presentare,A1,5009.0,v
accadere,A1,5005.0,v
commerciale,A1,4997.0,adj
soggetto,A1,4981.0,n
soggetto,A1,4981.0,adj
procedura,A1,4878.0,n
offrire,A1,4874.0,v
aggiungere,A1,4867.0,v
fisico,A1,4842.0,adj
fisico,A1,4842.0,n
autorità,A1,4837.0,n
italia,A1,4764.0,np
notare,A1,4761.0,v
riprendere,A1,4667.0,v
ipotesi,A1,4652.0,n
singolo,A1,4633.0,adj
singolo,A1,4633.0,n
italiano,A1,4622.0,adj
italiano,A1,4622.0,n
produzione,A1,4612.0,n
impresa,A1,4608.0,n
disegno,A1,4495.0,n
tema,A1,4327.0,n
riportare,A1,4325.0,v
qualità,A1,4316.0,n
capacità,A1,4307.0,n
noto,A1,4306.0,adj
comitato,A1,4271.0,n
cultura,A1,4266.0,n
tradizione,A1,4248.0,n
minore,A1,4247.0,adj
settembre,A1,4230.0,n
sostegno,A1,4229.0,n
istituto,A1,4223.0,n
difficoltà,A1,4200.0,n
spesa,A1,4172.0,n
trattamento,A1,4157.0,n
sperare,A1,4146.0,v
considerazione,A1,4134.0,n
comunicazione,A1,4099.0,n
unione,A1,4094.0,n
evidente,A1,4076.0,adj
politico,A1,4032.0,adj
politico,A1,4032.0,n
assumere,A1,4017.0,v
procedere,A1,4014.0,v
metodo,A1,4003.0,n
misura,A1,3988.0,n
confronto,A1,3977.0,n
assistenza,A1,3976.0,n
carattere,A1,3932.0,n
trattare,A1,3923.0,v
euro,A1,3907.0,n
considerare,A1,3899.0,v
attuale,A1,3899.0,adj
internazionale,A1,3830.0,adj
cittadino,A1,3786.0,n
cittadino,A1,3786.0,adj
comunità,A1,3780.0,n
comunicare,A1,3775.0,v
particolarmente,A1,3714.0,adv
riconoscere,A1,3645.0,v
economia,A1,3604.0,n
trasporto,A1,3596.0,n
parere,A1,3588.0,n
parere,A1,3588.0,v
parere,A1,3588.0,n
parere,A1,3588.0,v
amministrazione,A1,3586.0,n
associazione,A1,3574.0,n
principio,A1,3557.0,n
luglio,A1,3550.0,n
origine,A1,3521.0,n
tecnico,A1,3496.0,adj
tecnico,A1,3496.0,n
sede,A1,3462.0,n
assoluto,A1,3395.0,adj
materia,A1,3383.0,n
sviluppo,A1,3354.0,n
maggio,A1,3331.0,n
